#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 7.7364239,  4.6474146,  3.7186539, -0.3144867,  0.3664111,  0.4107367,  0.7733928,  5.8936332,  4.2409393,  5.8674076,  2.5909885,  8.6640138,  4.8189978,  2.9931447,  2.8954261,  3.9336589,  4.1024837,  2.3051580,  3.8650770,  8.5399247,  5.0255986,  7.0987325,  5.8922461,  3.6236949,  3.5841649,  9.0419467,  0.8084706)    0    0 -1650.31872885  2 4.040 -1106.92579831
(13.8022336, -3.2300691, -2.7692003, -0.7569496,  0.3427855, -0.3515164,  0.4312328,  4.1212886,  0.2815446, -0.3473658,  0.6700885,  4.1400737,  2.2776400,  4.9743586,  3.6973449, -0.5349960,  6.8856303,  3.2712662,  9.0428197,  3.6752967,  4.8307219,  1.2873805,  4.9052247,  6.0506562,  4.4075174, -0.2957440, 10.2993700)    0    0  12.04255922  1 3.960 248.91286301
(13.3669571,  5.9245360, -0.8659039,  0.8321455, -0.4563569,  0.2113219, -0.2336993,  3.7888936,  4.3296642,  6.1261062,  0.3282292,  1.4603158,  5.5560297,  4.2998147,  6.9537024,  2.8140605,  5.6025756,  2.2264980,  7.0215452,  4.6144813,  6.6858175,  7.9268825,  2.5003048,  4.9922506,  2.9311980,  7.0612418,  3.5673997)    0    0 -755.22563410  6 2.760 -650.37606334
(11.9578382, 12.2786857, -0.1645894,  0.2094851,  0.7870113,  0.4835590, -0.3207801,  4.8908300,  5.9180498,  2.5282084,  7.8500674,  2.6855136,  2.0696690,  4.4157529,  2.3505024,  6.3996352,  7.5259838,  2.3502470,  3.4753308, -0.3096432,  3.3035595, -0.4635220,  7.3957607,  4.3338056,  7.0023917,  3.3029858,  1.7453730)    0    0 -1012.17352511  1 4.120 -678.90760011
(22.0153642,  0.0926770,  5.9619775,  0.4035382, -0.4805627,  0.6602322, -0.4126861,  3.8362319,  2.6494253, -1.6342975, 11.4062154,  3.5154152,  5.3699238,  4.2236415,  5.4153449,  5.1912916,  5.0231878,  4.0163798, 10.3200245,  3.7369812,  1.0602001,  5.2967374,  2.4397613,  4.0843852,  4.5460288,  5.2540711,  5.2661208)    0    0 106.59967250  1 3.800  87.09350151
(16.7563088,  3.5825310,  1.9526176, -0.0167526,  0.8299281,  0.4159015, -0.3713139,  5.5079587,  3.4970248,  4.6597959,  7.2252366,  4.6709589,  5.1055723,  2.1253075,  2.0759753,  1.9543518,  3.8578402,  3.6858702,  5.0619293,  0.4889780,  2.5180778,  6.2398788, -0.3726322,  1.4589372,  0.7741565,  4.9698388,  4.2933552)    0    0 141.60949316  1 3.720 148.62814630
(18.1882320,  3.1329980,  8.6807589,  0.3209486, -0.5320663,  0.5589650, -0.5490497,  3.6934327,  1.7286150, -1.3997148, -1.1920112,  2.6931625,  1.6608488,  5.5459179, -0.9734666,  7.1923060,  8.1630839,  7.6027927,  2.8746531,  3.2908064,  3.6278727,  4.8177622,  3.5578888,  4.8647248,  2.8990029,  4.5696438,  8.8485734)    0    0  70.41703054  4 2.840  93.25445276
(20.5546789, -1.4340852, -3.4438056,  0.4045034, -0.2154741, -0.5856128,  0.6685847,  6.9415502,  5.6806821,  6.0070897,  4.7640689, 10.0963413,  0.4822133,  1.6542746,  2.8252058, -1.9855986,  2.9954655,  9.7016108,  3.8558653,  4.8878857,  4.6566843,  4.8155736,  2.5699129,  4.8028016,  0.5842944,  4.3518729,  2.4868098)    0    0 129.33648687  4 3.720 197.71945345
(18.3020641,  1.3653038, -5.7099649,  0.0408881,  0.8946553,  0.4447300, -0.0116274,  0.8033364,  7.4665180,  4.5830890,  5.8745355,  6.7669651,  3.6719134,  1.3977909,  1.4472017,  5.9664224,  6.6154387,  5.2192398,  4.0316023,  6.4713825,  7.0983232,  3.6804917,  4.8287640,  4.8785821,  2.7038497,  5.3204800,  4.2230178)    0    0 150.62027136  2 3.720 151.38275774
( 9.8792045,  0.2037274,  6.4020054, -0.8346446,  0.1266189,  0.1208786,  0.5222302,  6.2364254,  2.1733821,  6.9427004,  7.5659326,  2.7713463, -4.5100311,  5.0983873,  0.6636101,  2.6935082,  3.8939720,  3.5500817,  5.1480443,  6.6668162,  2.7344820,  6.2830048,  1.6273251,  4.2364364,  4.7792760,  4.0452637,  2.7612487)    0    0 -1573.15445415  3 3.720 -1040.29550618
(22.1854906,  6.6615748,  9.4468219, -0.2706504, -0.4987714,  0.7286002, -0.3835586,  3.3567194,  3.3238863,  7.1870814,  3.6468290,  0.3418946,  4.9054713,  7.1115381, -2.8824667,  7.9107056,  3.2620231,  4.1591998,  4.9455280,  3.1624893,  5.4591516,  1.3778355,  3.2895144,  6.4255159,  3.6939925,  1.2872125,  0.2482668)    0    0  46.33286012  1 3.720  53.80952942
(12.1827691, -0.9796652, -3.6501569, -0.4549193,  0.7826934,  0.2284303,  0.3581327,  0.4591264,  1.9105896,  2.9051638,  3.1271988,  3.1991368,  0.7308042,  5.5908699,  2.5295037,  4.7658607,  5.2508735,  0.9725595,  3.7158910,  7.0364116,  5.5564491,  3.9575950,  5.2854515,  5.4174227,  4.1265994,  7.3906440,  3.8848230)    0    0 -230.42489073  3 3.320  44.09610586
(22.8227290,  8.2152843, -1.8613845,  0.6302040, -0.4733319, -0.1844042,  0.5871506,  7.1500090,  4.7384583,  5.5140563,  3.8848108,  4.9798793,  6.7718493,  3.4217249, -0.6153980,  3.8798994,  0.7955700,  3.1557817, -2.3000813,  3.2443131,  4.0747533,  2.7496030,  3.4625884,  5.5429670,  2.7591372,  0.3372690, -3.1277129)    0    0 162.18927551  1 3.480 115.46416946
