#Coordinates  Luciferin  Neighbor's number  Vision Range  Scoring
(9.94614754873, -9.87599226678) 5.62576611817 0 2.0 3.75051074545
(6.81868810462, 1.72680469113) 7.95222507223 5 2.0 5.30149329011
(2.12428991665, -8.39795779333) 8.82231540758 0 0.4 5.8833391479
(6.80682067789, 1.7793926903) 7.95223252888 1 2.0 5.30149287322
(-2.42764363358, -1.78054015285) 3.20375367499 0 2.0 2.13583578333
(6.27808239414, -8.91708863081) 8.68504389194 0 2.0 5.7900292613
(6.81701614678, 1.73185133247) 7.95223039629 2 2.0 5.30149281524
(2.53820300067, 2.49652191306) 5.6524277627 0 2.0 3.76828517513
(3.16447269915, 6.30464384539) 7.94890069712 1 2.0 5.30065325558
(4.61479859501, 8.66550689874) 5.4598606452 0 2.0 3.6399070968
(5.24356006321, 4.69382246137) 7.94697635719 3 2.0 5.30099094338
(-5.03786745216, 4.91104606339) 7.9521866179 3 2.0 5.30149204624
(-4.63841563002, 0.943359015611) 5.20265060496 1 2.0 3.46800921726
(6.80889797859, 1.76970645218) 7.95223374293 0 2.0 5.30148916196
(-5.80106500061, -9.47077507768) 7.35306265695 0 2.0 4.9020417713
(2.12427354177, -8.39818791449) 8.82500864156 3 2.0 5.88333912538
(6.97965022912, 6.97608071174) 5.77467582155 0 2.0 3.84979229733
(6.14359887563, -4.89179767119) 4.25193469789 0 2.0 2.83462313192
(-7.00372454192, -0.576940224733) 7.94643611557 2 2.0 5.29565304153
(-6.99734369688, -0.563841044444) 7.94855242543 0 2.0 5.29903495029
(-3.0317841059, -9.72534045254) 8.17290907686 0 2.0 5.44860605124
(3.15284950758, 6.29362054379) 7.95185818304 0 2.0 5.30123878869
(5.25861599939, 4.68509616865) 7.95045226675 2 2.0 5.30008486141
(5.2510782065, 4.68614191454) 7.95202474047 0 2.0 5.30134982698
(8.71594005266, 9.04815473233) 10.1475981861 0 2.0 6.76506545743
(2.08444490278, -8.4081397355) 8.82500865147 1 2.0 5.88333910599
(-7.654491155, 4.8959043371) 6.84502853749 0 2.0 4.56335235832
(-3.03857161987, -9.72622996068) 8.13676915977 2 2.0 5.40179716566
(-5.05630274265, -4.90212507445) 7.95111928947 0 2.0 5.30074619298
(2.54081029465, 2.48690754353) 5.64854263019 4 2.0 3.76390228282
(-1.95383165761, 5.3120180716) 7.13342062359 2 2.0 4.75562365962
(-4.63576505778, 0.956618550999) 5.20315111014 0 2.0 3.46876740676
(-5.06115902112, -4.90767413811) 7.94837153446 2 2.0 5.29901521711
(0.708489420605, 8.53643710512) 8.7043928382 1 2.0 5.80695311308
(6.81365933728, 1.74750472949) 7.95223011324 3 2.0 5.30148347381
(0.234004155865, -1.14727499497) 3.23827107168 1 2.0 2.19039950832
(6.95526089066, 6.99288681186) 5.76185304599 1 2.0 3.85009633008
(2.54809574338, 2.46004251831) 5.65016449591 3 2.0 3.76869647303
(2.11775110227, -8.39980616375) 8.82500840644 4 0.4 5.88333908734
(-5.03945866369, -4.88287825231) 7.94854108696 1 2.0 5.29969709426
(-1.91506696045, 5.32773391466) 7.13337252921 3 2.0 4.75561917833
(-5.05807560279, 4.8882817499) 7.95223802707 0 2.0 5.30149201901
(-5.03903010205, 4.90973871574) 7.952232811 1 2.0 5.30149152535
(2.53274455301, 2.5166498772) 5.65017671669 2 2.0 3.76869463542
(0.685295895228, 8.54332269413) 8.7073752376 0 2.0 5.80491682507
(8.71977260837, 9.05644034177) 10.1051273283 1 2.0 6.70463511607
(5.22943795209, 4.68914414709) 7.95065249767 1 2.0 5.30059194165
(1.00439427367, -3.85079139834) 3.00513161821 0 2.0 2.00342107881
(-7.71794701907, -3.91795017591) 8.81656445543 2 2.0 5.87957818893
(-9.80760580984, 4.40300776661) 9.4356440358 0 2.0 6.2904293572
(2.10502861674, -8.40302213817) 8.8249924626 6 0.32 5.8833387017
(2.10091616723, -8.40774283547) 8.82499305869 5 2.0 5.88331847659
(6.81079175595, 1.76087572607) 7.95222786339 4 2.0 5.301482638
(-2.00118135774, 8.88289767403) 6.70362170542 0 2.0 4.46908113695
(-5.0553556955, 4.89134604124) 7.95222259383 2 2.0 5.30147736672
(-7.72136484479, -3.91790005731) 8.81886171486 1 2.0 5.87799544652
(2.53578441601, 2.505440419) 5.65116610891 1 2.0 3.76779368027
(-3.27763065538, -6.34816267193) 7.74745928959 0 2.0 5.16497285973
(-1.9432876831, 5.31649966407) 7.13343104347 1 2.0 4.75562306993
(0.245070073714, -1.16982218064) 3.27906841098 0 2.0 2.18604560732
(2.10510638158, -8.40297484087) 8.82500868427 0 2.0 5.88333912285
(5.82644599437, -2.6650827124) 4.00658680896 0 2.0 2.67105787264
(-8.49457517803, -5.90524794161) 9.15520663111 0 2.0 6.10347108741
(2.09070029646, -8.40658573133) 8.82500864449 2 2.0 5.88333910082
(-3.00802486663, -9.72222678872) 8.15704088576 1 2.0 5.46074920313
(-7.24231839903, -7.71662463468) 9.75271133773 0 2.0 6.50180755849
(-7.72370164077, -3.91815537486) 8.82273701002 0 2.0 5.88330699875
(-6.99018884869, -0.549152919945) 7.94819578345 1 2.0 5.30082991874
(-7.2136571801, -7.71159592398) 9.75114773347 1 2.0 6.50176221017
(-1.93294073638, 5.32054068542) 7.13343371384 0 2.0 4.75562247589
