#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(18.1471655, -16.1125586, -2.0111641,  0.4780158, -0.8039883,  0.3164992, -0.1578985, -1.4928698, -0.5158225,  1.6779100,  2.7166042,  9.9353028, -0.8732604, -0.2948469,  3.4577667,  5.7777315,  6.8965957,  3.0299023,  4.4411002,  4.0640696,  3.2215836,  8.3279901,  5.0404218,  4.5221294, 10.0706307,  7.3860067,  8.5721445)    0    0   5.00000000  0 0.200   0.00000000
(13.8596993, -5.9457713, -2.3714141,  0.1253114,  0.3431795,  0.3280746,  0.8711440,  3.5895557,  2.3930025, -3.0808677,  4.0198612,  6.1259143,  6.7119281,  7.2528825,  3.3566792,  5.7119933,  2.7384697,  4.6975683,  3.3094143,  2.9395370,  0.7951742,  6.1004575,  5.3357404,  4.4535493,  3.5284851,  2.1043904,  8.7788972)    0    0   5.00000000  0 0.200   0.00000000
(18.3282995, -11.8646284, -11.8484391,  0.2366368,  0.5577093,  0.7954289, -0.0160074,  6.6564330, 10.9228037,  2.9505532,  5.6449972,  2.6583961,  9.0598759,  6.2810876,  5.4196218,  8.2067017,  5.8160014,  1.9303725, -2.4227768,  5.4219842,  4.1690853,  2.6609860,  4.7363170,  6.5408038,  3.1056086,  5.5057801,  3.2807969)    0    0   5.00000000  0 0.200   0.00000000
(16.5220775, -11.5682912, -11.7405099, -0.7591161,  0.5650074,  0.2382119, -0.2185510,  7.4581537, -1.4423617,  4.9741083, -0.2566899,  2.1347453, -0.8515097,  3.5459228,  7.3501898,  7.9161681,  3.6932508,  1.6983381,  5.7005291,  6.6323789,  6.3504240,  4.9239581,  9.5806519,  4.4123216,  1.6412657, -0.9866030,  7.0120039)    0    0   5.00000000  0 0.200   0.00000000
( 7.0036416, -7.8803990, -3.9358677, -0.4469953, -0.4979217, -0.7312688,  0.1323448,  5.7845200,  8.1630967,  2.5010940,  3.0847673,  7.8825736,  2.9893840,  4.6448672,  7.7689269,  7.0458994,  4.8930327,  1.5840783,  5.3028036,  0.2553590,  8.5136795, 12.1444289,  4.8386525,  7.9210019,  9.7018720,  6.9878255,  4.0847878)    0    0   5.00000000  0 0.200   0.00000000
(17.2768129, -15.4362990, -8.1036659,  0.9406699, -0.1180096,  0.2923130,  0.1255669,  3.4366466,  1.7950945,  7.6650427,  9.5379436,  1.8435505,  0.8726293,  2.4704074,  7.1640446,  7.3038412, 11.3303438,  3.5576668,  4.0924615,  3.1585120,  7.4685163, -0.9117925,  1.0087832, 10.2337860,  3.8215494,  4.3479677,  6.2682008)    0    0   5.00000000  0 0.200   0.00000000
(19.4907169, -9.7722132, -11.4943247,  0.4783689,  0.6633069, -0.2836712,  0.5007174,  6.3802062, -1.3384773,  3.8617987,  7.6114030,  0.9475732,  3.3490695,  0.1119694,  5.1576299,  7.2150693, -2.3818165, -2.5829323, 13.9187262,  5.4189204,  9.4096500,  6.4935517,  5.1942717,  8.6011408,  5.2487734,  5.6967656,  5.0745619)    0    0   5.00000000  0 0.200   0.00000000
( 8.2919519, -11.0351866, -4.2487077, -0.6488159, -0.0922736,  0.6319576, -0.4137065,  0.6259518,  2.0363469,  2.1971305,  1.1327595,  3.0188689,  2.4276651,  1.9921290,  8.3366214,  6.2326006,  0.0429730,  5.4715106,  0.5684613,  4.2778915,  4.6052799,  4.8475610, -0.4251956,  2.9372920,  9.2799563,  4.9739840,  3.6288371)    0    0   5.00000000  0 0.200   0.00000000
( 3.2348091, -17.3170604, -9.0014521, -0.5675953, -0.5597258,  0.3823228, -0.4673027,  2.3216355,  0.8537576,  1.1267071,  4.9310876,  6.6011540, -2.8612725,  6.5771353,  3.5285527,  8.5487838,  1.3590403,  4.1484407,  5.1838418,  5.6321205, -2.0442394,  2.9426788,  1.2480477,  4.1127605,  5.2792650,  3.5829287, 10.1394977)    0    0   5.00000000  0 0.200   0.00000000
( 7.7636551, -8.6269440, -14.1394352,  0.2919820, -0.0409511, -0.7892851, -0.5386079,  7.4254940,  4.5457421,  6.5051103, 10.7586221,  8.9270554,  3.3950831,  3.3628073,  7.1134603,  5.5799437,  6.0499675,  6.7178728,  7.7818653,  9.0923332,  6.6476015,  0.9076696, -1.7047055,  5.6718176,  1.0725451, 11.3331145,  4.6663958)    0    0   5.00000000  0 0.200   0.00000000
(16.8964708, -17.6681841, -4.0818448,  0.8776930,  0.0228925,  0.4783693,  0.0171409,  3.3592806,  5.3017587,  6.1384909,  5.2374284,  3.2437237,  2.9891690, -0.2928461,  4.6026359,  1.5033352,  1.8172786, -0.5263914,  8.9127835,  4.6902289,  5.7633358,  3.7385248,  5.7774387,  5.7212504,  2.3003780, -0.8997600,  0.0689811)    0    0   5.00000000  0 0.200   0.00000000
(16.5450574, -12.0238266, -1.7856579, -0.4703029, -0.6640735, -0.2602815, -0.5196875,  6.1258987,  4.1768996,  9.2958848, -2.2063966,  7.5918913,  3.9921757,  3.2362648,  4.4007796,  6.6664664, -0.3658927,  5.5654962,  5.8991350,  1.8440229,  2.7985168,  3.4298310,  0.6802532,  4.0090609,  2.1441838,  4.7270880,  1.8969585)    0    0   5.00000000  0 0.200   0.00000000
(12.4590476, -16.3941567, -4.0886002, -0.9064727, -0.0507113, -0.2792134,  0.3126908,  7.2715179,  9.3117620,  1.8339227,  4.0921177,  7.3963817,  7.9298428,  5.1751043,  4.5045237,  2.3710107,  3.1178502,  3.7116494,  1.0733521,  2.7924229,  3.6154994,  2.0191390,  5.1401117,  1.5526057,  4.8859475,  1.9331912,  1.2310976)    0    0   5.00000000  0 0.200   0.00000000
(14.5936158, -11.9654024, -5.2110248, -0.0051695, -0.4029525,  0.5267905,  0.7483945,  5.9536946,  2.8195757,  7.8944887,  3.3504746,  5.7194009,  7.1075374,  6.8221094,  6.5259256,  7.3832334,  3.7050314,  9.2628767,  4.5031913,  7.3660207,  4.0368345,  3.5233698,  3.7438855,  0.8459846,  2.7995547,  4.3135028,  4.0382780)    0    0   5.00000000  0 0.200   0.00000000
( 7.3902567, -19.9294821, -3.4613022,  0.3254389,  0.5619910,  0.4968566, -0.5756641,  3.9191472,  0.4512779,  3.8717804,  7.5176468,  4.3775315,  7.5846611,  7.0083588,  8.2687575,  2.8547915,  1.8740477,  7.2970525,  6.9194030, 12.2218775,  4.4295128,  3.8447519,  2.4081026,  4.3468212,  6.1835264,  3.1947770,  3.6456874)    0    0   5.00000000  0 0.200   0.00000000
(14.0092973, -15.1619350, -3.3379329, -0.5883025, -0.7642242, -0.0975233,  0.2456640,  8.6153639, -0.6681734,  5.9704607,  6.4532405, -3.0468682,  5.0833103, -0.5423827,  8.1237641,  9.0818934,  2.6551991,  5.3601798,  7.4920286,  7.8453467,  3.8020486,  4.3214962,  2.0854069,  5.5460027,  2.5906880,  5.4909784,  1.0421181)    0    0   5.00000000  0 0.200   0.00000000
(12.4003136, -19.1482999, -15.0062126, -0.3898032, -0.1452011,  0.6610157, -0.6245225,  1.7265375, -1.1203689,  6.9436361, -0.1427403,  6.9339689,  1.6539484, -2.0353283,  0.1288636,  1.6444357, -2.0317617,  3.9813942, 10.0874179, -1.4928414,  3.2112063,  1.8379623,  1.1715692,  4.2241166,  3.7657533,  8.8388362,  9.6288605)    0    0   5.00000000  0 0.200   0.00000000
( 8.0245312, -19.0850288, -11.4035374, -0.4866905, -0.7388385,  0.2724621,  0.3781724,  6.9512669,  3.2781893,  4.6272683,  4.8983484,  6.2068492,  1.6307790,  6.1986657,  4.5436987,  1.8035131,  5.8623808,  6.8834844,  7.6072667, -2.3338559,  4.7155303,  1.8955610,  8.8376395,  4.2428295,  4.3630297,  1.5447012, -1.1543206)    0    0   5.00000000  0 0.200   0.00000000
(12.1041287, -13.2713693, -16.7631847,  0.7250762, -0.4775920, -0.4291414, -0.2490143,  5.7070405,  2.9403467,  1.0579305,  1.5002776,  0.1812477,  5.4425154,  1.6325506,  7.6579923, -4.8765491,  3.2562899,  5.1206148,  7.6097948,  3.8918054,  5.9648117,  9.1853024,  4.1876227,  5.5253741,  1.1113587,  5.2326300,  3.3103847)    0    0   5.00000000  0 0.200   0.00000000
( 5.2295263, -19.8216876, -3.4968486, -0.0565097,  0.7759471, -0.5040891,  0.3749760,  2.7578207, -2.1596286,  3.5815324,  4.4057543,  7.1718251,  2.6212389,  3.7672646,  7.2041556,  2.7783950,  6.9958743,  0.6898199,  0.6240165,  4.0860618,  2.1614318,  0.5838933,  6.2815852,  2.8056834,  4.0686106,  0.4933707,  5.1353926)    0    0   5.00000000  0 0.200   0.00000000
